timestamp,pid,stat,cpu_percent,mem_percent,rss_kb,vsz_kb,nlwp,command
2026-06-04 06:21:03,39,SN,6.6,0.2,17104,22288,1,agent-leak-app-
2026-06-04 06:21:04,39,SN,1.8,0.2,17104,22288,1,agent-leak-app-
2026-06-04 06:21:05,39,SN,1.0,0.2,17104,22288,1,agent-leak-app-
2026-06-04 06:21:07,39,SNl,1.2,0.5,42940,196500,3,agent-leak-app-
2026-06-04 06:21:08,39,SNl,0.9,0.5,42940,196500,3,agent-leak-app-
2026-06-04 06:21:09,39,SNl,0.9,0.8,68544,222104,3,agent-leak-app-
2026-06-04 06:21:10,39,SNl,0.7,0.8,68544,222104,3,agent-leak-app-
2026-06-04 06:21:11,39,SNl,0.6,0.8,68544,222104,3,agent-leak-app-
2026-06-04 06:21:13,39,SNl,0.7,1.1,94148,247708,3,agent-leak-app-
2026-06-04 06:21:14,39,SNl,0.6,1.1,94148,247708,3,agent-leak-app-
2026-06-04 06:21:15,39,SNl,0.7,1.4,119752,273312,3,agent-leak-app-
2026-06-04 06:21:16,39,SNl,0.6,1.4,119752,273312,3,agent-leak-app-
2026-06-04 06:21:17,39,SNl,0.6,1.4,119752,273312,3,agent-leak-app-
2026-06-04 06:21:19,39,SNl,0.6,1.7,145356,298916,3,agent-leak-app-
2026-06-04 06:21:20,39,SNl,0.5,1.7,145292,298916,3,agent-leak-app-
2026-06-04 06:21:21,39,SNl,0.6,2.0,170896,324520,3,agent-leak-app-
2026-06-04 06:21:22,39,SNl,0.5,2.0,170896,324520,3,agent-leak-app-
2026-06-04 06:21:24,39,SNl,0.5,2.0,170896,324520,3,agent-leak-app-
2026-06-04 06:21:25,39,SNl,0.6,2.4,196500,350124,3,agent-leak-app-
2026-06-04 06:21:26,39,SNl,0.5,2.4,196500,350124,3,agent-leak-app-
2026-06-04 06:21:27,39,SNl,0.6,2.7,222104,375728,3,agent-leak-app-
2026-06-04 06:21:28,39,SNl,0.5,2.7,222104,375728,3,agent-leak-app-
2026-06-04 06:21:30,39,SNl,0.5,2.7,222948,401332,3,agent-leak-app-
2026-06-04 06:21:31,39,SNl,0.5,3.0,247708,401332,3,agent-leak-app-
2026-06-04 06:21:32,39,SNl,0.5,3.0,247708,401332,3,agent-leak-app-
2026-06-04 06:21:33,39,SNl,0.5,3.3,273312,426936,3,agent-leak-app-
2026-06-04 06:21:35,39,SNl,0.5,3.3,273312,426936,3,agent-leak-app-
2026-06-04 06:21:36,39,SNl,0.5,3.6,298916,452540,3,agent-leak-app-
2026-06-04 06:21:37,39,SNl,0.5,3.6,298916,452540,3,agent-leak-app-
2026-06-04 06:21:38,39,SNl,0.5,3.6,298916,452540,3,agent-leak-app-
2026-06-04 06:21:39,39,SNl,0.5,3.9,324520,478144,3,agent-leak-app-
2026-06-04 06:21:41,39,SNl,0.5,3.9,324520,478144,3,agent-leak-app-
2026-06-04 06:21:42,39,SNl,0.5,4.2,350124,503748,3,agent-leak-app-
2026-06-04 06:21:43,39,SNl,0.5,4.2,350124,503748,3,agent-leak-app-
2026-06-04 06:21:44,39,SNl,0.5,4.2,350124,503748,3,agent-leak-app-
2026-06-04 06:21:46,39,SNl,0.5,4.5,375728,529352,3,agent-leak-app-
2026-06-04 06:21:47,39,SNl,0.5,4.5,375728,529352,3,agent-leak-app-
2026-06-04 06:21:48,39,SNl,0.5,4.9,401332,554956,3,agent-leak-app-
2026-06-04 06:21:49,39,SNl,0.5,4.9,401332,554956,3,agent-leak-app-
2026-06-04 06:21:50,39,SNl,0.5,4.9,401332,554956,3,agent-leak-app-
2026-06-04 06:21:52,39,SNl,0.5,5.2,426936,580560,3,agent-leak-app-
2026-06-04 06:21:53,39,SNl,0.5,5.2,426936,580560,3,agent-leak-app-
2026-06-04 06:21:54,39,SNl,0.5,5.5,452540,606164,3,agent-leak-app-
2026-06-04 06:21:55,39,SNl,0.5,5.5,452540,606164,3,agent-leak-app-
2026-06-04 06:21:57,39,SNl,0.5,5.5,452540,606164,3,agent-leak-app-
2026-06-04 06:21:58,39,SNl,0.5,5.8,478144,631768,3,agent-leak-app-
2026-06-04 06:21:59,39,SNl,0.5,5.8,478144,631768,3,agent-leak-app-
2026-06-04 06:22:00,39,SNl,0.5,6.1,503748,657372,3,agent-leak-app-
2026-06-04 06:22:01,39,SNl,0.5,6.1,503748,657372,3,agent-leak-app-
2026-06-04 06:22:03,39,SNl,0.5,6.1,503748,657372,3,agent-leak-app-
2026-06-04 06:22:04,39,SNl,0.5,6.4,529352,682976,3,agent-leak-app-
2026-06-04 06:22:05,39,SNl,0.5,6.4,527324,682976,3,agent-leak-app-
2026-06-04 06:22:06,39,SNl,0.6,0.1,15436,170896,3,agent-leak-app-
2026-06-04 06:22:08,39,SNl,0.5,0.1,15436,170896,3,agent-leak-app-
2026-06-04 06:22:09,39,SNl,0.6,0.1,15436,170896,3,agent-leak-app-
2026-06-04 06:22:10,39,SNl,0.5,0.1,15436,170896,3,agent-leak-app-
2026-06-04 06:22:11,39,SNl,0.5,0.5,41028,170896,3,agent-leak-app-
2026-06-04 06:22:12,39,SNl,0.5,0.5,41028,170896,3,agent-leak-app-
2026-06-04 06:22:14,39,SNl,0.5,0.5,41028,170896,3,agent-leak-app-
2026-06-04 06:22:15,39,SNl,0.5,0.8,66628,170896,3,agent-leak-app-
