timestamp,pid,stat,cpu_percent,mem_percent,rss_kb,vsz_kb,nlwp,command
2026-06-04 06:28:41,38,SN,6.9,0.2,17108,22288,1,agent-leak-app-
2026-06-04 06:28:43,38,SN,1.8,0.2,17108,22288,1,agent-leak-app-
2026-06-04 06:28:44,38,SN,1.0,0.2,17108,22288,1,agent-leak-app-
2026-06-04 06:28:45,38,SN,0.7,0.2,17108,22288,1,agent-leak-app-
2026-06-04 06:28:46,38,SN,0.5,0.2,17108,22288,1,agent-leak-app-
2026-06-04 06:28:48,38,SN,0.4,0.2,17108,22288,1,agent-leak-app-
2026-06-04 06:28:49,38,SNl,0.5,0.2,17196,169872,3,agent-leak-app-
2026-06-04 06:28:50,38,SNl,0.4,0.2,17196,169872,3,agent-leak-app-
2026-06-04 06:28:51,38,SNl,0.3,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:28:52,38,SNl,0.3,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:28:54,38,SNl,0.3,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:28:55,38,SNl,0.2,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:28:56,38,SNl,0.2,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:28:57,38,SNl,0.2,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:28:58,38,SNl,0.2,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:00,38,SNl,0.2,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:01,38,SNl,0.2,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:02,38,SNl,0.1,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:03,38,SNl,0.1,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:05,38,SNl,0.1,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:06,38,SNl,0.1,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:07,38,SNl,0.1,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:08,38,SNl,0.1,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:10,38,SNl,0.1,0.2,17132,169872,3,agent-leak-app-
2026-06-04 06:29:11,38,SNl,0.1,0.2,17132,169872,3,agent-leak-app-
