timestamp,pid,stat,cpu_percent,mem_percent,rss_kb,vsz_kb,nlwp,command
2026-06-04 06:18:53,29,R,0.0,0.0,1772,2796,1,agent-leak-app-
2026-06-04 06:18:54,29,S,5.6,0.0,1840,2800,1,agent-leak-app-
2026-06-04 06:18:55,29,S,2.8,0.0,1840,2800,1,agent-leak-app-
2026-06-04 06:18:57,29,S,1.9,0.0,1840,2800,1,agent-leak-app-
2026-06-04 06:18:58,29,S,1.4,0.0,1840,2800,1,agent-leak-app-
2026-06-04 06:18:59,29,S,1.1,0.0,1840,2800,1,agent-leak-app-
2026-06-04 06:19:00,29,S,0.9,0.0,1840,2800,1,agent-leak-app-
2026-06-04 06:19:01,29,S,0.8,0.0,1840,2800,1,agent-leak-app-
2026-06-04 06:19:03,29,S,0.7,0.0,1840,2800,1,agent-leak-app-
2026-06-04 06:19:04,29,S,0.6,0.0,1840,2800,1,agent-leak-app-
